TCI,HydroGp,Transect,Species,Year,time,mTCI,Extent,Density
11,Group 2,10,BB,2018,1.5,0.6375,0.85,0.75
8,Group 2,10,BB,2015,-1.5,0.25,0.5,0.5
8,Group 2,10,BB,2016,-0.5,0.25,0.5,0.5
10,Group 2,10,BB,2018,1.5,0.6,0.8,0.75
6,Group 2,10,BB,2015,-1.5,0.16,0.4,0.4
6,Group 2,10,BB,2016,-0.5,0.16,0.4,0.4
10,Group 2,10,BB,2018,1.5,0.6,0.8,0.75
7,Group 5,20,RRG,2015,-1.5,0.14,0.7,0.2
7,Group 5,20,RRG,2016,-0.5,0.14,0.7,0.2
10,Group 5,20,RRG,2018,1.5,0.6,0.8,0.75
7,Group 5,20,RRG,2015,-1.5,0.14,0.7,0.2
7,Group 5,20,RRG,2016,-0.5,0.14,0.7,0.2
11,Group 5,20,RRG,2018,1.5,0.6375,0.85,0.75
9,Group 5,20,RRG,2015,-1.5,0.375,0.75,0.5
9,Group 5,20,RRG,2016,-0.5,0.375,0.75,0.5
11,Group 5,20,RRG,2018,1.5,0.6375,0.85,0.75
8,Group 5,20,RRG,2015,-1.5,0.21,0.7,0.3
8,Group 5,20,RRG,2016,-0.5,0.21,0.7,0.3
11,Group 5,20,RRG,2018,1.5,0.68,0.85,0.8
7,Group 5,20,RRG,2015,-1.5,0.14,0.7,0.2
7,Group 5,20,RRG,2016,-0.5,0.14,0.7,0.2
11,Group 5,20,RRG,2018,1.5,0.68,0.85,0.8
10,Group 5,20,RRG,2015,-1.5,0.486,0.81,0.6
10,Group 5,20,RRG,2016,-0.5,0.486,0.81,0.6
12,Group 5,20,RRG,2018,1.5,0.7225,0.85,0.85
9,Group 5,20,RRG,2015,-1.5,0.324,0.81,0.4
9,Group 5,20,RRG,2016,-0.5,0.324,0.81,0.4
11,Group 5,20,RRG,2018,1.5,0.72,0.9,0.8
7,Group 5,20,RRG,2015,-1.5,0.2,0.5,0.4
7,Group 5,20,RRG,2016,-0.5,0.2,0.5,0.4
10,Group 5,20,RRG,2018,1.5,0.64,0.8,0.8
8,Group 5,20,RRG,2015,-1.5,0.28,0.7,0.4
8,Group 5,20,RRG,2016,-0.5,0.28,0.7,0.4
11,Group 5,20,RRG,2018,1.5,0.6375,0.85,0.75
7,Group 5,20,RRG,2015,-1.5,0.14,0.7,0.2
7,Group 5,20,RRG,2016,-0.5,0.14,0.7,0.2
11,Group 5,20,RRG,2018,1.5,0.6375,0.85,0.75
3,Group 5,20,RRG,2015,-1.5,0.02,0.2,0.1
3,Group 5,20,RRG,2016,-0.5,0.02,0.2,0.1
9,Group 5,20,RRG,2018,1.5,0.375,0.5,0.75
11,Group 5,20,RRG,2018,1.5,0.72,0.9,0.8
7,Group 5,20,RRG,2015,-1.5,0.14,0.7,0.2
7,Group 5,20,RRG,2016,-0.5,0.14,0.7,0.2
8,Group 5,20,RRG,2015,-1.5,0.162,0.81,0.2
8,Group 5,20,RRG,2016,-0.5,0.162,0.81,0.2
11,Group 5,20,RRG,2018,1.5,0.72,0.9,0.8
6,Group 5,20,RRG,2015,-1.5,0.12,0.6,0.2
6,Group 5,20,RRG,2016,-0.5,0.12,0.6,0.2
10,Group 5,20,RRG,2018,1.5,0.5625,0.75,0.75
6,Group 5,20,RRG,2015,-1.5,0.11,0.55,0.2
6,Group 5,20,RRG,2016,-0.5,0.11,0.55,0.2
11,Group 5,20,RRG,2018,1.5,0.72,0.9,0.8
6,Group 5,20,RRG,2015,-1.5,0.1,0.5,0.2
6,Group 5,20,RRG,2016,-0.5,0.1,0.5,0.2
10,Group 5,20,RRG,2018,1.5,0.6,0.8,0.75
7,Group 5,20,RRG,2015,-1.5,0.14,0.7,0.2
7,Group 5,20,RRG,2016,-0.5,0.14,0.7,0.2
11,Group 5,20,RRG,2018,1.5,0.6375,0.85,0.75
9,Group 5,20,RRG,2015,-1.5,0.375,0.75,0.5
9,Group 5,20,RRG,2016,-0.5,0.375,0.75,0.5
11,Group 5,20,RRG,2018,1.5,0.72,0.9,0.8
7,Group 5,20,RRG,2015,-1.5,0.164,0.41,0.4
7,Group 5,20,RRG,2016,-0.5,0.164,0.41,0.4
9,Group 5,20,RRG,2018,1.5,0.45,0.6,0.75
5,Group 5,20,RRG,2015,-1.5,0.08,0.4,0.2
5,Group 5,20,RRG,2016,-0.5,0.08,0.4,0.2
9,Group 5,20,RRG,2018,1.5,0.48,0.6,0.8
2,Group 5,20,RRG,2015,-1.5,0.01,0.1,0.1
2,Group 5,20,RRG,2016,-0.5,0.01,0.1,0.1
11,Group 5,20,RRG,2018,1.5,0.6375,0.85,0.75
6,Group 5,20,RRG,2015,-1.5,0.16,0.4,0.4
6,Group 5,20,RRG,2016,-0.5,0.16,0.4,0.4
8,Group 5,20,RRG,2018,1.5,0.1875,0.25,0.75
8,Group 5,20,RRG,2015,-1.5,0.3,0.5,0.6
8,Group 5,20,RRG,2016,-0.5,0.3,0.5,0.6
11,Group 5,20,RRG,2018,1.5,0.68,0.85,0.8
12,Group 5,20,RRG,2015,-1.5,0.6561,0.81,0.81
12,Group 5,20,RRG,2016,-0.5,0.6561,0.81,0.81
13,Group 5,20,RRG,2018,1.5,0.8075,0.95,0.85
11,Group 5,20,RRG,2015,-1.5,0.567,0.81,0.7
11,Group 5,20,RRG,2016,-0.5,0.567,0.81,0.7
13,Group 5,20,RRG,2018,1.5,0.8075,0.95,0.85
7,Group 5,20,RRG,2015,-1.5,0.14,0.7,0.2
7,Group 5,20,RRG,2016,-0.5,0.14,0.7,0.2
11,Group 5,20,RRG,2018,1.5,0.595,0.85,0.7
6,Group 5,20,RRG,2015,-1.5,0.12,0.6,0.2
6,Group 5,20,RRG,2016,-0.5,0.12,0.6,0.2
11,Group 5,20,RRG,2018,1.5,0.72,0.9,0.8
7,Group 5,20,RRG,2015,-1.5,0.14,0.7,0.2
7,Group 5,20,RRG,2016,-0.5,0.14,0.7,0.2
12,Group 5,20,RRG,2018,1.5,0.76,0.95,0.8
9,Group 5,20,RRG,2015,-1.5,0.243,0.81,0.3
9,Group 5,20,RRG,2016,-0.5,0.243,0.81,0.3
12,Group 5,20,RRG,2018,1.5,0.81,0.9,0.9
7,Group 5,20,RRG,2015,-1.5,0.2,0.5,0.4
7,Group 5,20,RRG,2016,-0.5,0.2,0.5,0.4
11,Group 5,20,RRG,2018,1.5,0.72,0.9,0.8
9,Group 3,12,RRG,2015,-1.5,0.45,0.75,0.6
9,Group 3,12,RRG,2016,-0.5,0.45,0.75,0.6
11,Group 3,12,RRG,2018,1.5,0.6375,0.85,0.75
10,Group 3,12,RRG,2015,-1.5,0.49,0.7,0.7
10,Group 3,12,RRG,2016,-0.5,0.49,0.7,0.7
10,Group 3,12,RRG,2018,1.5,0.6,0.8,0.75
12,Group 3,12,RRG,2015,-1.5,0.6561,0.81,0.81
12,Group 3,12,RRG,2016,-0.5,0.6561,0.81,0.81
11,Group 3,12,RRG,2018,1.5,0.72,0.9,0.8
6,Group 3,12,RRG,2015,-1.5,0.12,0.6,0.2
6,Group 3,12,RRG,2016,-0.5,0.12,0.6,0.2
11,Group 3,12,RRG,2018,1.5,0.595,0.85,0.7
8,Group 3,12,RRG,2015,-1.5,0.21,0.7,0.3
8,Group 3,12,RRG,2016,-0.5,0.21,0.7,0.3
11,Group 3,12,RRG,2018,1.5,0.68,0.85,0.8
11,Group 3,12,RRG,2015,-1.5,0.6075,0.81,0.75
11,Group 3,12,RRG,2016,-0.5,0.6075,0.81,0.75
11,Group 3,12,RRG,2018,1.5,0.68,0.85,0.8
13,Group 3,12,RRG,2015,-1.5,0.7371,0.91,0.81
13,Group 3,12,RRG,2016,-0.5,0.7371,0.91,0.81
11,Group 3,12,RRG,2018,1.5,0.68,0.85,0.8
10,Group 3,12,RRG,2015,-1.5,0.486,0.81,0.6
10,Group 3,12,RRG,2016,-0.5,0.486,0.81,0.6
10,Group 3,12,RRG,2018,1.5,0.6,0.8,0.75
11,Group 3,12,RRG,2015,-1.5,0.567,0.7,0.81
11,Group 3,12,RRG,2016,-0.5,0.567,0.7,0.81
11,Group 3,12,RRG,2018,1.5,0.68,0.85,0.8
7,Group 3,12,RRG,2015,-1.5,0.2,0.5,0.4
7,Group 3,12,RRG,2016,-0.5,0.2,0.5,0.4
10,Group 3,12,RRG,2018,1.5,0.49,0.7,0.7
10,Group 3,12,RRG,2015,-1.5,0.405,0.81,0.5
10,Group 3,12,RRG,2016,-0.5,0.405,0.81,0.5
13,Group 3,12,RRG,2018,1.5,0.8075,0.95,0.85
10,Group 3,12,RRG,2015,-1.5,0.405,0.81,0.5
10,Group 3,12,RRG,2016,-0.5,0.405,0.81,0.5
11,Group 3,12,RRG,2018,1.5,0.63,0.9,0.7
9,Group 3,12,RRG,2015,-1.5,0.45,0.75,0.6
9,Group 3,12,RRG,2016,-0.5,0.45,0.75,0.6
11,Group 3,12,RRG,2018,1.5,0.72,0.9,0.8
9,Group 3,12,RRG,2015,-1.5,0.182,0.91,0.2
9,Group 3,12,RRG,2016,-0.5,0.182,0.91,0.2
12,Group 3,12,RRG,2018,1.5,0.7125,0.95,0.75
8,Group 3,12,RRG,2015,-1.5,0.28,0.7,0.4
8,Group 3,12,RRG,2016,-0.5,0.28,0.7,0.4
11,Group 3,12,RRG,2018,1.5,0.595,0.85,0.7
6,Group 3,12,RRG,2015,-1.5,0.16,0.4,0.4
6,Group 3,12,RRG,2016,-0.5,0.16,0.4,0.4
10,Group 3,12,RRG,2018,1.5,0.49,0.7,0.7
11,Group 3,12,RRG,2015,-1.5,0.6075,0.81,0.75
11,Group 3,12,RRG,2016,-0.5,0.6075,0.81,0.75
12,Group 3,12,RRG,2018,1.5,0.765,0.9,0.85
10,Group 3,12,RRG,2015,-1.5,0.525,0.7,0.75
10,Group 3,12,RRG,2016,-0.5,0.525,0.7,0.75
12,Group 3,12,RRG,2018,1.5,0.765,0.9,0.85
9,Group 3,12,RRG,2015,-1.5,0.42,0.7,0.6
9,Group 3,12,RRG,2016,-0.5,0.42,0.7,0.6
10,Group 3,12,RRG,2018,1.5,0.525,0.7,0.75
11,Group 3,12,RRG,2015,-1.5,0.567,0.7,0.81
11,Group 3,12,RRG,2016,-0.5,0.567,0.7,0.81
10,Group 3,12,RRG,2018,1.5,0.56,0.7,0.8
11,Group 3,12,RRG,2015,-1.5,0.567,0.7,0.81
11,Group 3,12,RRG,2016,-0.5,0.567,0.7,0.81
11,Group 3,12,RRG,2018,1.5,0.72,0.9,0.8
9,Group 3,12,RRG,2015,-1.5,0.35,0.5,0.7
9,Group 3,12,RRG,2016,-0.5,0.35,0.5,0.7
11,Group 3,12,RRG,2018,1.5,0.595,0.7,0.85
8,Group 3,12,RRG,2015,-1.5,0.36,0.6,0.6
8,Group 3,12,RRG,2016,-0.5,0.36,0.6,0.6
10,Group 3,12,RRG,2018,1.5,0.6,0.75,0.8
11,Group 3,12,RRG,2015,-1.5,0.6075,0.75,0.81
11,Group 3,12,RRG,2016,-0.5,0.6075,0.75,0.81
10,Group 3,12,RRG,2018,1.5,0.64,0.8,0.8
8,Group 3,12,RRG,2015,-1.5,0.3,0.6,0.5
8,Group 3,12,RRG,2016,-0.5,0.3,0.6,0.5
10,Group 3,12,RRG,2018,1.5,0.5625,0.75,0.75
11,Group 3,12,RRG,2015,-1.5,0.6,1,0.6
11,Group 3,12,RRG,2016,-0.5,0.6,1,0.6
12,Group 3,12,RRG,2018,1.5,0.7125,0.95,0.75
11,Group 3,12,RRG,2015,-1.5,0.6,1,0.6
11,Group 3,12,RRG,2016,-0.5,0.6,1,0.6
12,Group 3,12,RRG,2018,1.5,0.7125,0.95,0.75
11,Group 3,12,RRG,2015,-1.5,0.6,1,0.6
11,Group 3,12,RRG,2016,-0.5,0.6,1,0.6
12,Group 3,12,RRG,2018,1.5,0.7125,0.95,0.75
11,Group 3,12,RRG,2015,-1.5,0.6,1,0.6
11,Group 3,12,RRG,2016,-0.5,0.6,1,0.6
12,Group 3,12,RRG,2018,1.5,0.665,0.95,0.7
11,Group 3,12,RRG,2015,-1.5,0.6,1,0.6
11,Group 3,12,RRG,2016,-0.5,0.6,1,0.6
12,Group 3,12,RRG,2018,1.5,0.7125,0.95,0.75
4,Group 1,11,BB,2015,-1.5,0.04,0.2,0.2
4,Group 1,11,BB,2016,-0.5,0.04,0.2,0.2
8,Group 1,11,BB,2018,1.5,0.28,0.35,0.8
6,Group 1,11,BB,2015,-1.5,0.1,0.5,0.2
6,Group 1,11,BB,2016,-0.5,0.1,0.5,0.2
11,Group 1,11,BB,2018,1.5,0.6375,0.85,0.75
6,Group 1,11,BB,2015,-1.5,0.16,0.4,0.4
6,Group 1,11,BB,2016,-0.5,0.16,0.4,0.4
11,Group 1,11,BB,2018,1.5,0.675,0.9,0.75
6,Group 1,11,BB,2015,-1.5,0.16,0.4,0.4
6,Group 1,11,BB,2016,-0.5,0.16,0.4,0.4
8,Group 1,11,BB,2018,1.5,0.3,0.4,0.75
4,Group 1,11,BB,2015,-1.5,0.03,0.3,0.1
4,Group 1,11,BB,2016,-0.5,0.03,0.3,0.1
10,Group 1,11,BB,2018,1.5,0.64,0.8,0.8
5,Group 1,11,BB,2015,-1.5,0.08,0.4,0.2
5,Group 1,11,BB,2016,-0.5,0.08,0.4,0.2
10,Group 1,11,BB,2018,1.5,0.525,0.75,0.7
3,Group 1,11,BB,2015,-1.5,0.02,0.2,0.1
3,Group 1,11,BB,2016,-0.5,0.02,0.2,0.1
10,Group 1,11,BB,2018,1.5,0.4875,0.65,0.75
7,Group 1,11,BB,2015,-1.5,0.18,0.6,0.3
7,Group 1,11,BB,2016,-0.5,0.18,0.6,0.3
11,Group 1,11,BB,2018,1.5,0.68,0.85,0.8
5,Group 1,11,BB,2015,-1.5,0.06,0.6,0.1
5,Group 1,11,BB,2016,-0.5,0.06,0.6,0.1
11,Group 1,11,BB,2018,1.5,0.68,0.85,0.8
12,Group 1,11,BB,2018,1.5,0.76,0.95,0.8
10,Group 1,11,BB,2015,-1.5,0.486,0.81,0.6
10,Group 1,11,BB,2016,-0.5,0.486,0.81,0.6
4,Group 1,11,BB,2015,-1.5,0.03,0.1,0.3
4,Group 1,11,BB,2016,-0.5,0.03,0.1,0.3
9,Group 1,11,BB,2018,1.5,0.375,0.5,0.75
3,Group 1,11,BB,2015,-1.5,0.02,0.2,0.1
3,Group 1,11,BB,2016,-0.5,0.02,0.2,0.1
8,Group 1,11,BB,2018,1.5,0.2625,0.35,0.75
4,Group 1,11,BB,2015,-1.5,0.04,0.4,0.1
4,Group 1,11,BB,2016,-0.5,0.04,0.4,0.1
11,Group 1,11,BB,2018,1.5,0.68,0.85,0.8
3,Group 1,11,BB,2015,-1.5,0.02,0.2,0.1
3,Group 1,11,BB,2016,-0.5,0.02,0.2,0.1
10,Group 1,11,BB,2018,1.5,0.6,0.8,0.75
4,Group 1,11,BB,2015,-1.5,0.04,0.4,0.1
4,Group 1,11,BB,2016,-0.5,0.04,0.4,0.1
11,Group 1,11,BB,2018,1.5,0.595,0.85,0.7
4,Group 1,11,BB,2015,-1.5,0.04,0.4,0.1
4,Group 1,11,BB,2016,-0.5,0.04,0.4,0.1
11,Group 1,11,BB,2018,1.5,0.595,0.85,0.7
3,Group 1,11,BB,2015,-1.5,0.015,0.15,0.1
3,Group 1,11,BB,2016,-0.5,0.015,0.15,0.1
10,Group 1,11,BB,2018,1.5,0.4875,0.75,0.65
11,Group 1,11,BB,2015,-1.5,0.546,0.91,0.6
11,Group 1,11,BB,2016,-0.5,0.546,0.91,0.6
8,Group 1,11,BB,2018,1.5,0.32,0.4,0.8
7,Group 1,11,BB,2015,-1.5,0.2,0.4,0.5
7,Group 1,11,BB,2016,-0.5,0.2,0.4,0.5
12,Group 1,11,BB,2018,1.5,0.76,0.95,0.8
8,Group 1,11,BB,2015,-1.5,0.21,0.7,0.3
8,Group 1,11,BB,2016,-0.5,0.21,0.7,0.3
10,Group 1,11,BB,2018,1.5,0.5625,0.75,0.75
6,Group 1,11,BB,2016,-0.5,0.1,0.5,0.2
11,Group 1,11,BB,2018,1.5,0.68,0.85,0.8
6,Group 1,11,BB,2015,-1.5,0.1,0.5,0.2
5,Group 1,11,BB,2015,-1.5,0.08,0.4,0.2
5,Group 1,11,BB,2016,-0.5,0.08,0.4,0.2
11,Group 1,11,BB,2018,1.5,0.68,0.85,0.8
5,Group 1,11,BB,2015,-1.5,0.05,0.5,0.1
5,Group 1,11,BB,2016,-0.5,0.05,0.5,0.1
10,Group 1,11,BB,2018,1.5,0.6,0.8,0.75
5,Group 1,11,BB,2015,-1.5,0.08,0.4,0.2
5,Group 1,11,BB,2016,-0.5,0.08,0.4,0.2
10,Group 1,11,BB,2018,1.5,0.5625,0.75,0.75
7,Group 1,11,BB,2015,-1.5,0.14,0.7,0.2
7,Group 1,11,BB,2016,-0.5,0.14,0.7,0.2
10,Group 1,11,BB,2018,1.5,0.6,0.8,0.75
2,Group 1,11,BB,2015,-1.5,0.01,0.1,0.1
2,Group 1,11,BB,2016,-0.5,0.01,0.1,0.1
8,Group 1,11,BB,2018,1.5,0.1875,0.25,0.75
6,Group 1,11,BB,2015,-1.5,0.12,0.6,0.2
6,Group 1,11,BB,2016,-0.5,0.12,0.6,0.2
10,Group 1,11,BB,2018,1.5,0.6,0.8,0.75
2,Group 1,11,BB,2015,-1.5,0.003,0.1,0.03
2,Group 1,11,BB,2016,-0.5,0.003,0.1,0.03
6,Group 1,11,BB,2015,-1.5,0.1,0.5,0.2
6,Group 1,11,BB,2016,-0.5,0.1,0.5,0.2
10,Group 1,11,BB,2018,1.5,0.5625,0.75,0.75
5,Group 1,11,BB,2015,-1.5,0.05,0.5,0.1
5,Group 1,11,BB,2016,-0.5,0.05,0.5,0.1
10,Group 1,11,BB,2018,1.5,0.64,0.8,0.8
8,Group 3,9,Cooba,2015,-1.5,0.28,0.7,0.4
8,Group 3,9,Cooba,2016,-0.5,0.28,0.7,0.4
9,Group 3,9,Cooba,2018,1.5,0.39,0.65,0.6
9,Group 3,9,Cooba,2015,-1.5,0.35,0.7,0.5
9,Group 3,9,Cooba,2016,-0.5,0.35,0.7,0.5
10,Group 3,9,Cooba,2018,1.5,0.495,0.9,0.55
7,Group 3,9,Cooba,2015,-1.5,0.2,0.5,0.4
7,Group 3,9,Cooba,2016,-0.5,0.2,0.5,0.4
10,Group 3,9,Cooba,2018,1.5,0.4675,0.85,0.55
8,Group 3,9,Cooba,2015,-1.5,0.21,0.7,0.3
8,Group 3,9,Cooba,2016,-0.5,0.21,0.7,0.3
11,Group 3,9,Cooba,2018,1.5,0.475,0.95,0.5
6,Group 3,9,Cooba,2015,-1.5,0.09,0.3,0.3
6,Group 3,9,Cooba,2016,-0.5,0.09,0.3,0.3
11,Group 3,9,Cooba,2018,1.5,0.5525,0.85,0.65
8,Group 3,9,Cooba,2015,-1.5,0.28,0.7,0.4
8,Group 3,9,Cooba,2016,-0.5,0.28,0.7,0.4
10,Group 3,9,Cooba,2018,1.5,0.51,0.85,0.6
6,Group 3,9,Cooba,2015,-1.5,0.082,0.41,0.2
6,Group 3,9,Cooba,2016,-0.5,0.082,0.41,0.2
10,Group 3,9,Cooba,2018,1.5,0.52,0.8,0.65
5,Group 3,9,Cooba,2015,-1.5,0.045,0.3,0.15
5,Group 3,9,Cooba,2016,-0.5,0.045,0.3,0.15
10,Group 3,9,Cooba,2018,1.5,0.4875,0.75,0.65
10,Group 3,9,Cooba,2015,-1.5,0.49,0.7,0.7
10,Group 3,9,Cooba,2016,-0.5,0.49,0.7,0.7
11,Group 3,9,Cooba,2018,1.5,0.595,0.85,0.7
2,Group 3,9,Cooba,2015,-1.5,0.01,0.1,0.1
2,Group 3,9,Cooba,2016,-0.5,0.01,0.1,0.1
3,Group 3,9,Cooba,2015,-1.5,0.02,0.2,0.1
3,Group 3,9,Cooba,2016,-0.5,0.02,0.2,0.1
8,Group 3,9,Cooba,2018,1.5,0.33,0.55,0.6
7,Group 3,9,Cooba,2015,-1.5,0.14,0.7,0.2
7,Group 3,9,Cooba,2016,-0.5,0.14,0.7,0.2
9,Group 3,9,Cooba,2018,1.5,0.39,0.65,0.6
5,Group 3,9,Cooba,2015,-1.5,0.08,0.4,0.2
5,Group 3,9,Cooba,2016,-0.5,0.08,0.4,0.2
10,Group 3,9,Cooba,2018,1.5,0.52,0.8,0.65
8,Group 3,9,Cooba,2015,-1.5,0.1681,0.41,0.41
8,Group 3,9,Cooba,2016,-0.5,0.1681,0.41,0.41
11,Group 3,9,Cooba,2018,1.5,0.63,0.9,0.7
5,Group 3,9,Cooba,2015,-1.5,0.06,0.3,0.2
5,Group 3,9,Cooba,2016,-0.5,0.06,0.3,0.2
10,Group 3,9,Cooba,2018,1.5,0.525,0.75,0.7
8,Group 3,9,Cooba,2015,-1.5,0.21,0.7,0.3
8,Group 3,9,Cooba,2016,-0.5,0.21,0.7,0.3
10,Group 3,9,Cooba,2018,1.5,0.54,0.9,0.6
4,Group 3,9,Cooba,2015,-1.5,0.03,0.1,0.3
4,Group 3,9,Cooba,2016,-0.5,0.03,0.1,0.3
9,Group 3,9,Cooba,2018,1.5,0.45,0.75,0.6
8,Group 3,9,Cooba,2015,-1.5,0.1681,0.41,0.41
8,Group 3,9,Cooba,2016,-0.5,0.1681,0.41,0.41
9,Group 3,9,Cooba,2018,1.5,0.4,0.8,0.5
6,Group 3,9,Cooba,2016,-0.5,0.12,0.3,0.4
10,Group 3,9,Cooba,2018,1.5,0.56,0.8,0.7
6,Group 3,9,Cooba,2015,-1.5,0.12,0.3,0.4
7,Group 3,9,Cooba,2015,-1.5,0.14,0.7,0.2
7,Group 3,9,Cooba,2016,-0.5,0.14,0.7,0.2
11,Group 3,9,Cooba,2018,1.5,0.4275,0.95,0.45
7,Group 3,9,Cooba,2015,-1.5,0.164,0.41,0.4
7,Group 3,9,Cooba,2016,-0.5,0.164,0.41,0.4
11,Group 3,9,Cooba,2018,1.5,0.595,0.85,0.7
11,Group 3,9,Cooba,2015,-1.5,0.567,0.81,0.7
11,Group 3,9,Cooba,2016,-0.5,0.567,0.81,0.7
10,Group 3,9,Cooba,2018,1.5,0.4675,0.85,0.55
4,Group 3,9,Cooba,2015,-1.5,0.04,0.2,0.2
4,Group 3,9,Cooba,2016,-0.5,0.04,0.2,0.2
9,Group 3,9,Cooba,2018,1.5,0.325,0.65,0.5
3,Group 3,9,Cooba,2015,-1.5,0.02,0.2,0.1
