TCI,HYDRO_GP,Transect,Species,Year,medYear,time,mTCI,transectYears
0,Group 5,18,RRG,2018,2016.5,1.5,0,3
11,Group 5,18,RRG,2015,2016.5,-1.5,0.5,3
11,Group 5,18,RRG,2016,2016.5,-0.5,0.5,3
0,Group 5,18,RRG,2018,2016.5,1.5,0,3
12,Group 5,18,RRG,2015,2016.5,-1.5,0.637,3
12,Group 5,18,RRG,2016,2016.5,-0.5,0.637,3
11,Group 5,18,RRG,2018,2016.5,1.5,0.63,3
12,Group 5,18,RRG,2018,2016.5,1.5,0.665,3
14,Group 5,18,RRG,2015,2016.5,-1.5,0.91,3
14,Group 5,18,RRG,2016,2016.5,-0.5,0.91,3
14,Group 5,18,RRG,2015,2016.5,-1.5,0.91,3
14,Group 5,18,RRG,2016,2016.5,-0.5,0.91,3
12,Group 5,18,RRG,2018,2016.5,1.5,0.7225,3
13,Group 5,18,RRG,2015,2016.5,-1.5,0.81,3
13,Group 5,18,RRG,2016,2016.5,-0.5,0.81,3
0,Group 5,18,RRG,2018,2016.5,1.5,0,3
13,Group 5,18,RRG,2015,2016.5,-1.5,0.7371,3
13,Group 5,18,RRG,2016,2016.5,-0.5,0.7371,3
12,Group 5,18,RRG,2018,2016.5,1.5,0.8,3
13,Group 5,18,RRG,2015,2016.5,-1.5,0.9,3
13,Group 5,18,RRG,2016,2016.5,-0.5,0.9,3
8,Group 5,18,RRG,2018,2016.5,1.5,0.3,3
13,Group 5,18,RRG,2015,2016.5,-1.5,0.81,3
13,Group 5,18,RRG,2016,2016.5,-0.5,0.81,3
12,Group 5,18,RRG,2018,2016.5,1.5,0.76,3
13,Group 5,18,RRG,2015,2016.5,-1.5,0.81,3
13,Group 5,18,RRG,2016,2016.5,-0.5,0.81,3
9,Group 5,18,RRG,2018,2016.5,1.5,0.35,3
13,Group 5,18,RRG,2015,2016.5,-1.5,0.7371,3
13,Group 5,18,RRG,2016,2016.5,-0.5,0.7371,3
12,Group 5,18,RRG,2018,2016.5,1.5,0.7125,3
13,Group 5,18,RRG,2015,2016.5,-1.5,0.7371,3
13,Group 5,18,RRG,2016,2016.5,-0.5,0.7371,3
11,Group 5,18,RRG,2018,2016.5,1.5,0.675,3
13,Group 5,18,RRG,2015,2016.5,-1.5,0.7371,3
13,Group 5,18,RRG,2016,2016.5,-0.5,0.7371,3
12,Group 5,18,RRG,2018,2016.5,1.5,0.665,3
13,Group 5,18,RRG,2015,2016.5,-1.5,0.7371,3
13,Group 5,18,RRG,2016,2016.5,-0.5,0.7371,3
12,Group 5,18,RRG,2018,2016.5,1.5,0.665,3
11,Group 5,18,RRG,2015,2016.5,-1.5,0.546,3
11,Group 5,18,RRG,2016,2016.5,-0.5,0.546,3
12,Group 5,18,RRG,2018,2016.5,1.5,0.7125,3
12,Group 5,18,RRG,2015,2016.5,-1.5,0.637,3
12,Group 5,18,RRG,2016,2016.5,-0.5,0.637,3
11,Group 5,18,RRG,2018,2016.5,1.5,0.675,3
12,Group 5,18,RRG,2015,2016.5,-1.5,0.6825,3
12,Group 5,18,RRG,2016,2016.5,-0.5,0.6825,3
12,Group 5,18,RRG,2018,2016.5,1.5,0.7125,3
13,Group 5,18,RRG,2015,2016.5,-1.5,0.9,3
13,Group 5,18,RRG,2016,2016.5,-0.5,0.9,3
12,Group 5,18,RRG,2018,2016.5,1.5,0.665,3
11,Group 5,18,RRG,2016,2016.5,-0.5,0.63,3
10,Group 5,18,RRG,2018,2016.5,1.5,0.49,3
11,Group 5,18,RRG,2015,2016.5,-1.5,0.63,3
8,Group 5,18,RRG,2015,2016.5,-1.5,0.36,3
8,Group 5,18,RRG,2016,2016.5,-0.5,0.36,3
13,Group 5,18,RRG,2018,2016.5,1.5,0.8075,3
12,Group 5,18,RRG,2015,2016.5,-1.5,0.637,3
12,Group 5,18,RRG,2016,2016.5,-0.5,0.637,3
12,Group 5,18,RRG,2018,2016.5,1.5,0.7225,3
14,Group 5,18,RRG,2015,2016.5,-1.5,0.8281,3
14,Group 5,18,RRG,2016,2016.5,-0.5,0.8281,3
11,Group 5,18,RRG,2018,2016.5,1.5,0.72,3
11,Group 5,18,RRG,2015,2016.5,-1.5,0.675,3
11,Group 5,18,RRG,2016,2016.5,-0.5,0.675,3
12,Group 5,18,RRG,2018,2016.5,1.5,0.7125,3
13,Group 5,18,RRG,2015,2016.5,-1.5,0.819,3
13,Group 5,18,RRG,2016,2016.5,-0.5,0.819,3
0,Group 5,18,RRG,2018,2016.5,1.5,0,3
11,Group 5,18,RRG,2015,2016.5,-1.5,0.63,3
11,Group 5,18,RRG,2016,2016.5,-0.5,0.63,3
12,Group 5,18,RRG,2018,2016.5,1.5,0.76,3
10,Group 5,18,RRG,2015,2016.5,-1.5,0.45,3
10,Group 5,18,RRG,2016,2016.5,-0.5,0.45,3
12,Group 5,18,RRG,2018,2016.5,1.5,0.665,3
11,Group 5,18,RRG,2015,2016.5,-1.5,0.675,3
11,Group 5,18,RRG,2016,2016.5,-0.5,0.675,3
12,Group 5,18,RRG,2018,2016.5,1.5,0.7125,3
7,Group 5,18,RRG,2015,2016.5,-1.5,0.164,3
7,Group 5,18,RRG,2016,2016.5,-0.5,0.164,3
10,Group 5,18,RRG,2018,2016.5,1.5,0.51,3
10,Group 5,18,RRG,2015,2016.5,-1.5,0.49,3
10,Group 5,18,RRG,2016,2016.5,-0.5,0.49,3
10,Group 5,18,RRG,2018,2016.5,1.5,0.64,3
11,Group 5,18,RRG,2015,2016.5,-1.5,0.6075,3
11,Group 5,18,RRG,2016,2016.5,-0.5,0.6075,3
13,Group 5,18,RRG,2018,2016.5,1.5,0.8075,3
9,Group 1,2,BB,2015,2016.5,-1.5,0.35,3
9,Group 1,2,BB,2016,2016.5,-0.5,0.35,3
12,Group 1,2,BB,2018,2016.5,1.5,0.7225,3
11,Group 1,2,BB,2015,2016.5,-1.5,0.6375,3
11,Group 1,2,BB,2016,2016.5,-0.5,0.6375,3
13,Group 1,2,BB,2018,2016.5,1.5,0.8075,3
9,Group 1,2,BB,2015,2016.5,-1.5,0.42,3
9,Group 1,2,BB,2016,2016.5,-0.5,0.42,3
13,Group 1,2,BB,2018,2016.5,1.5,0.8075,3
7,Group 1,2,BB,2015,2016.5,-1.5,0.24,3
7,Group 1,2,BB,2016,2016.5,-0.5,0.24,3
11,Group 1,2,BB,2018,2016.5,1.5,0.68,3
11,Group 1,2,BB,2015,2016.5,-1.5,0.6075,3
11,Group 1,2,BB,2016,2016.5,-0.5,0.6075,3
12,Group 1,2,BB,2018,2016.5,1.5,0.81,3
10,Group 1,2,BB,2015,2016.5,-1.5,0.486,3
10,Group 1,2,BB,2016,2016.5,-0.5,0.486,3
12,Group 1,2,BB,2018,2016.5,1.5,0.765,3
7,Group 1,2,BB,2015,2016.5,-1.5,0.15,3
7,Group 1,2,BB,2016,2016.5,-0.5,0.15,3
11,Group 1,2,BB,2018,2016.5,1.5,0.68,3
7,Group 1,2,BB,2015,2016.5,-1.5,0.24,3
7,Group 1,2,BB,2016,2016.5,-0.5,0.24,3
11,Group 1,2,BB,2018,2016.5,1.5,0.72,3
9,Group 1,2,BB,2015,2016.5,-1.5,0.35,3
9,Group 1,2,BB,2016,2016.5,-0.5,0.35,3
13,Group 1,2,BB,2018,2016.5,1.5,0.855,3
11,Group 1,2,BB,2015,2016.5,-1.5,0.546,3
11,Group 1,2,BB,2016,2016.5,-0.5,0.546,3
13,Group 1,2,BB,2018,2016.5,1.5,0.8075,3
7,Group 1,2,BB,2015,2016.5,-1.5,0.2,3
7,Group 1,2,BB,2016,2016.5,-0.5,0.2,3
11,Group 1,2,BB,2018,2016.5,1.5,0.68,3
7,Group 1,2,BB,2015,2016.5,-1.5,0.123,3
7,Group 1,2,BB,2016,2016.5,-0.5,0.123,3
11,Group 1,2,BB,2018,2016.5,1.5,0.6375,3
11,Group 1,2,BB,2015,2016.5,-1.5,0.546,3
11,Group 1,2,BB,2016,2016.5,-0.5,0.546,3
13,Group 1,2,BB,2018,2016.5,1.5,0.8075,3
10,Group 1,2,BB,2015,2016.5,-1.5,0.405,3
10,Group 1,2,BB,2016,2016.5,-0.5,0.405,3
11,Group 1,2,BB,2018,2016.5,1.5,0.72,3
12,Group 1,2,BB,2015,2016.5,-1.5,0.6825,3
12,Group 1,2,BB,2016,2016.5,-0.5,0.6825,3
12,Group 1,2,BB,2018,2016.5,1.5,0.76,3
7,Group 1,2,BB,2015,2016.5,-1.5,0.2,3
7,Group 1,2,BB,2016,2016.5,-0.5,0.2,3
11,Group 1,2,BB,2018,2016.5,1.5,0.68,3
6,Group 1,2,BB,2015,2016.5,-1.5,0.12,3
6,Group 1,2,BB,2016,2016.5,-0.5,0.12,3
12,Group 1,2,BB,2018,2016.5,1.5,0.765,3
4,Group 1,2,BB,2015,2016.5,-1.5,0.04,3
4,Group 1,2,BB,2016,2016.5,-0.5,0.04,3
10,Group 1,2,BB,2018,2016.5,1.5,0.56,3
3,Group 1,2,BB,2015,2016.5,-1.5,0.02,3
3,Group 1,2,BB,2016,2016.5,-0.5,0.02,3
9,Group 1,2,BB,2018,2016.5,1.5,0.4125,3
5,Group 1,2,BB,2015,2016.5,-1.5,0.08,3
5,Group 1,2,BB,2016,2016.5,-0.5,0.08,3
9,Group 1,2,BB,2018,2016.5,1.5,0.36,3
6,Group 1,2,BB,2015,2016.5,-1.5,0.1,3
6,Group 1,2,BB,2016,2016.5,-0.5,0.1,3
11,Group 1,2,BB,2018,2016.5,1.5,0.68,3
8,Group 1,2,BB,2015,2016.5,-1.5,0.21,3
8,Group 1,2,BB,2016,2016.5,-0.5,0.21,3
10,Group 1,2,BB,2018,2016.5,1.5,0.6,3
7,Group 1,2,BB,2015,2016.5,-1.5,0.18,3
7,Group 1,2,BB,2016,2016.5,-0.5,0.18,3
11,Group 1,2,BB,2018,2016.5,1.5,0.68,3
5,Group 1,2,BB,2015,2016.5,-1.5,0.06,3
5,Group 1,2,BB,2016,2016.5,-0.5,0.06,3
10,Group 1,2,BB,2018,2016.5,1.5,0.6,3
10,Group 2,3,Cooba,2015,2016.5,-1.5,0.273,3
10,Group 2,3,Cooba,2016,2016.5,-0.5,0.273,3
10,Group 2,3,Cooba,2018,2016.5,1.5,0.3825,3
2,Group 2,3,Cooba,2015,2016.5,-1.5,0.0015,3
2,Group 2,3,Cooba,2016,2016.5,-0.5,0.0015,3
7,Group 2,3,Cooba,2018,2016.5,1.5,0.18,3
10,Group 2,3,Cooba,2015,2016.5,-1.5,0.51,3
10,Group 2,3,Cooba,2016,2016.5,-0.5,0.51,3
11,Group 2,3,Cooba,2018,2016.5,1.5,0.57,3
8,Group 2,3,Cooba,2015,2016.5,-1.5,0.225,3
8,Group 2,3,Cooba,2016,2016.5,-0.5,0.225,3
10,Group 2,3,Cooba,2018,2016.5,1.5,0.495,3
8,Group 2,3,Cooba,2015,2016.5,-1.5,0.225,3
8,Group 2,3,Cooba,2016,2016.5,-0.5,0.225,3
10,Group 2,3,Cooba,2018,2016.5,1.5,0.45,3
7,Group 2,3,Cooba,2015,2016.5,-1.5,0.24,3
7,Group 2,3,Cooba,2016,2016.5,-0.5,0.24,3
10,Group 2,3,Cooba,2018,2016.5,1.5,0.45,3
9,Group 2,3,Cooba,2015,2016.5,-1.5,0.45,3
9,Group 2,3,Cooba,2016,2016.5,-0.5,0.45,3
11,Group 2,3,Cooba,2018,2016.5,1.5,0.475,3
7,Group 2,3,Cooba,2015,2016.5,-1.5,0.18,3
7,Group 2,3,Cooba,2016,2016.5,-0.5,0.18,3
10,Group 2,3,Cooba,2018,2016.5,1.5,0.45,3
6,Group 2,3,Cooba,2015,2016.5,-1.5,0.12,3
6,Group 2,3,Cooba,2016,2016.5,-0.5,0.12,3
10,Group 2,3,Cooba,2018,2016.5,1.5,0.45,3
5,Group 2,3,Cooba,2015,2016.5,-1.5,0.06,3
5,Group 2,3,Cooba,2016,2016.5,-0.5,0.06,3
6,Group 2,3,Cooba,2018,2016.5,1.5,0.09,3
8,Group 2,3,Cooba,2015,2016.5,-1.5,0.25,3
8,Group 2,3,Cooba,2016,2016.5,-0.5,0.25,3
8,Group 2,3,Cooba,2018,2016.5,1.5,0.26,3
7,Group 2,3,Cooba,2015,2016.5,-1.5,0.15,3
7,Group 2,3,Cooba,2016,2016.5,-0.5,0.15,3
8,Group 2,3,Cooba,2018,2016.5,1.5,0.32,3
8,Group 2,3,Cooba,2015,2016.5,-1.5,0.21,3
8,Group 2,3,Cooba,2016,2016.5,-0.5,0.21,3
10,Group 2,3,Cooba,2018,2016.5,1.5,0.495,3
9,Group 2,3,Cooba,2015,2016.5,-1.5,0.42,3
9,Group 2,3,Cooba,2016,2016.5,-0.5,0.42,3
10,Group 2,3,Cooba,2018,2016.5,1.5,0.495,3
7,Group 2,3,Cooba,2015,2016.5,-1.5,0.24,3
7,Group 2,3,Cooba,2016,2016.5,-0.5,0.24,3
9,Group 2,3,Cooba,2018,2016.5,1.5,0.44,3
8,Group 2,3,Cooba,2015,2016.5,-1.5,0.25,3
8,Group 2,3,Cooba,2016,2016.5,-0.5,0.25,3
11,Group 2,3,Cooba,2018,2016.5,1.5,0.5225,3
11,Group 2,3,Cooba,2015,2016.5,-1.5,0.6075,3
11,Group 2,3,Cooba,2016,2016.5,-0.5,0.6075,3
10,Group 2,3,Cooba,2018,2016.5,1.5,0.495,3
7,Group 2,3,Cooba,2015,2016.5,-1.5,0.24,3
7,Group 2,3,Cooba,2016,2016.5,-0.5,0.24,3
11,Group 2,3,Cooba,2018,2016.5,1.5,0.4275,3
9,Group 2,3,Cooba,2015,2016.5,-1.5,0.243,3
9,Group 2,3,Cooba,2016,2016.5,-0.5,0.243,3
11,Group 2,3,Cooba,2018,2016.5,1.5,0.4275,3
9,Group 2,3,Cooba,2015,2016.5,-1.5,0.35,3
9,Group 2,3,Cooba,2016,2016.5,-0.5,0.35,3
11,Group 2,3,Cooba,2018,2016.5,1.5,0.475,3
9,Group 2,3,Cooba,2015,2016.5,-1.5,0.243,3
9,Group 2,3,Cooba,2016,2016.5,-0.5,0.243,3
10,Group 2,3,Cooba,2018,2016.5,1.5,0.405,3
11,Group 2,3,Cooba,2018,2016.5,1.5,0.57,3
9,Group 2,3,Cooba,2015,2016.5,-1.5,0.42,3
9,Group 2,3,Cooba,2016,2016.5,-0.5,0.42,3
8,Group 2,3,Cooba,2015,2016.5,-1.5,0.25,3
8,Group 2,3,Cooba,2016,2016.5,-0.5,0.25,3
9,Group 2,3,Cooba,2018,2016.5,1.5,0.44,3
11,Group 2,3,Cooba,2015,2016.5,-1.5,0.567,3
11,Group 2,3,Cooba,2016,2016.5,-0.5,0.567,3
11,Group 2,3,Cooba,2018,2016.5,1.5,0.57,3
10,Group 2,3,Cooba,2015,2016.5,-1.5,0.405,3
10,Group 2,3,Cooba,2016,2016.5,-0.5,0.405,3
11,Group 2,3,Cooba,2018,2016.5,1.5,0.57,3
7,Group 2,14,Cooba,2015,2016.5,-1.5,0.18,3
7,Group 2,14,Cooba,2016,2016.5,-0.5,0.18,3
10,Group 2,14,Cooba,2018,2016.5,1.5,0.4875,3
8,Group 2,14,Cooba,2015,2016.5,-1.5,0.205,3
8,Group 2,14,Cooba,2016,2016.5,-0.5,0.205,3
10,Group 2,14,Cooba,2018,2016.5,1.5,0.4675,3
5,Group 2,14,Cooba,2015,2016.5,-1.5,0.06,3
5,Group 2,14,Cooba,2016,2016.5,-0.5,0.06,3
0,Group 2,14,Cooba,2018,2016.5,1.5,0,3
8,Group 2,14,Cooba,2015,2016.5,-1.5,0.205,3
8,Group 2,14,Cooba,2016,2016.5,-0.5,0.205,3
10,Group 2,14,Cooba,2018,2016.5,1.5,0.52,3
7,Group 2,14,Cooba,2015,2016.5,-1.5,0.123,3
7,Group 2,14,Cooba,2016,2016.5,-0.5,0.123,3
10,Group 2,14,Cooba,2018,2016.5,1.5,0.54,3
8,Group 2,14,Cooba,2015,2016.5,-1.5,0.3,3
8,Group 2,14,Cooba,2016,2016.5,-0.5,0.3,3
10,Group 2,14,Cooba,2018,2016.5,1.5,0.54,3
9,Group 2,14,Cooba,2015,2016.5,-1.5,0.3075,3
9,Group 2,14,Cooba,2016,2016.5,-0.5,0.3075,3
10,Group 2,14,Cooba,2018,2016.5,1.5,0.54,3
2,Group 2,14,Cooba,2015,2016.5,-1.5,0.01,3
2,Group 2,14,Cooba,2016,2016.5,-0.5,0.01,3
5,Group 2,14,Cooba,2018,2016.5,1.5,0.0275,3
5,Group 2,14,Cooba,2015,2016.5,-1.5,0.06,3
5,Group 2,14,Cooba,2016,2016.5,-0.5,0.06,3
11,Group 2,14,Cooba,2018,2016.5,1.5,0.585,3
9,Group 2,14,Cooba,2015,2016.5,-1.5,0.45,3
9,Group 2,14,Cooba,2016,2016.5,-0.5,0.45,3
11,Group 2,14,Cooba,2018,2016.5,1.5,0.5225,3
9,Group 2,14,Cooba,2015,2016.5,-1.5,0.45,3
9,Group 2,14,Cooba,2016,2016.5,-0.5,0.45,3
10,Group 2,14,Cooba,2018,2016.5,1.5,0.54,3
10,Group 2,14,Cooba,2015,2016.5,-1.5,0.486,3
10,Group 2,14,Cooba,2016,2016.5,-0.5,0.486,3
12,Group 2,14,Cooba,2018,2016.5,1.5,0.665,3
4,Group 2,14,Cooba,2015,2016.5,-1.5,0.03,3
4,Group 2,14,Cooba,2016,2016.5,-0.5,0.03,3
6,Group 2,14,Cooba,2018,2016.5,1.5,0.11,3
10,Group 2,14,Cooba,2015,2016.5,-1.5,0.405,3
10,Group 2,14,Cooba,2016,2016.5,-0.5,0.405,3
10,Group 2,14,Cooba,2018,2016.5,1.5,0.45,3
8,Group 2,14,Cooba,2015,2016.5,-1.5,0.162,3
8,Group 2,14,Cooba,2016,2016.5,-0.5,0.162,3
11,Group 2,14,Cooba,2018,2016.5,1.5,0.4275,3
9,Group 2,14,Cooba,2015,2016.5,-1.5,0.243,3
9,Group 2,14,Cooba,2016,2016.5,-0.5,0.243,3
11,Group 2,14,Cooba,2018,2016.5,1.5,0.585,3
10,Group 2,14,Cooba,2015,2016.5,-1.5,0.486,3
10,Group 2,14,Cooba,2016,2016.5,-0.5,0.486,3
11,Group 2,14,Cooba,2018,2016.5,1.5,0.585,3
6,Group 2,14,Cooba,2015,2016.5,-1.5,0.1,3
6,Group 2,14,Cooba,2016,2016.5,-0.5,0.1,3
10,Group 2,14,Cooba,2018,2016.5,1.5,0.495,3
6,Group 2,14,Cooba,2015,2016.5,-1.5,0.12,3
6,Group 2,14,Cooba,2016,2016.5,-0.5,0.12,3
11,Group 2,14,Cooba,2018,2016.5,1.5,0.4275,3
9,Group 2,14,Cooba,2015,2016.5,-1.5,0.3075,3
9,Group 2,14,Cooba,2016,2016.5,-0.5,0.3075,3
10,Group 2,14,Cooba,2018,2016.5,1.5,0.54,3
13,Group 2,14,Cooba,2015,2016.5,-1.5,0.7371,3
13,Group 2,14,Cooba,2016,2016.5,-0.5,0.7371,3
11,Group 2,14,Cooba,2018,2016.5,1.5,0.57,3
7,Group 2,14,Cooba,2015,2016.5,-1.5,0.18,3
7,Group 2,14,Cooba,2016,2016.5,-0.5,0.18,3
9,Group 2,14,Cooba,2018,2016.5,1.5,0.45,3
9,Group 2,14,Cooba,2015,2016.5,-1.5,0.35,3
9,Group 2,14,Cooba,2016,2016.5,-0.5,0.35,3
11,Group 2,14,Cooba,2018,2016.5,1.5,0.57,3
10,Group 2,14,Cooba,2015,2016.5,-1.5,0.3321,3
10,Group 2,14,Cooba,2016,2016.5,-0.5,0.3321,3
11,Group 2,14,Cooba,2018,2016.5,1.5,0.57,3
8,Group 2,14,Cooba,2015,2016.5,-1.5,0.205,3
8,Group 2,14,Cooba,2016,2016.5,-0.5,0.205,3
9,Group 2,14,Cooba,2018,2016.5,1.5,0.3575,3
8,Group 2,14,Cooba,2015,2016.5,-1.5,0.28,3
8,Group 2,14,Cooba,2016,2016.5,-0.5,0.28,3
10,Group 2,14,Cooba,2018,2016.5,1.5,0.51,3
8,Group 2,14,Cooba,2015,2016.5,-1.5,0.28,3
8,Group 2,14,Cooba,2016,2016.5,-0.5,0.28,3
10,Group 2,14,Cooba,2018,2016.5,1.5,0.51,3
8,Group 2,14,Cooba,2015,2016.5,-1.5,0.28,3
8,Group 2,14,Cooba,2016,2016.5,-0.5,0.28,3
10,Group 2,14,Cooba,2018,2016.5,1.5,0.51,3
6,Group 2,14,Cooba,2015,2016.5,-1.5,0.12,3
6,Group 2,14,Cooba,2016,2016.5,-0.5,0.12,3
10,Group 2,14,Cooba,2018,2016.5,1.5,0.54,3
8,Group 2,14,Cooba,2015,2016.5,-1.5,0.28,3
8,Group 2,14,Cooba,2016,2016.5,-0.5,0.28,3
10,Group 2,14,Cooba,2018,2016.5,1.5,0.495,3
9,Group 1,15,BB,2015,2016.5,-1.5,0.42,3
9,Group 1,15,BB,2016,2016.5,-0.5,0.42,3
10,Group 1,15,BB,2018,2016.5,1.5,0.64,3
9,Group 1,15,BB,2015,2016.5,-1.5,0.3075,3
9,Group 1,15,BB,2016,2016.5,-0.5,0.3075,3
11,Group 1,15,BB,2018,2016.5,1.5,0.6375,3
8,Group 1,15,BB,2015,2016.5,-1.5,0.3,3
8,Group 1,15,BB,2016,2016.5,-0.5,0.3,3
11,Group 1,15,BB,2018,2016.5,1.5,0.68,3
8,Group 1,15,BB,2015,2016.5,-1.5,0.21,3
8,Group 1,15,BB,2016,2016.5,-0.5,0.21,3
10,Group 1,15,BB,2018,2016.5,1.5,0.6,3
8,Group 1,15,BB,2015,2016.5,-1.5,0.21,3
8,Group 1,15,BB,2016,2016.5,-0.5,0.21,3
11,Group 1,15,BB,2018,2016.5,1.5,0.6375,3
8,Group 1,15,BB,2015,2016.5,-1.5,0.246,3
