mTCI,HydroGp,Transect,Species,Year,medYear,time,TCI
0.6075,Group 5,18,RRG,2016,2016.5,-0.5,11
0.8075,Group 5,18,RRG,2018,2016.5,1.5,13
0.35,Group 1,2,BB,2015,2016.5,-1.5,9
0.35,Group 1,2,BB,2016,2016.5,-0.5,9
0.7225,Group 1,2,BB,2018,2016.5,1.5,12
0.6375,Group 1,2,BB,2015,2016.5,-1.5,11
0.6375,Group 1,2,BB,2016,2016.5,-0.5,11
0.8075,Group 1,2,BB,2018,2016.5,1.5,13
0.42,Group 1,2,BB,2015,2016.5,-1.5,9
0.42,Group 1,2,BB,2016,2016.5,-0.5,9
0.8075,Group 1,2,BB,2018,2016.5,1.5,13
0.24,Group 1,2,BB,2015,2016.5,-1.5,7
0.24,Group 1,2,BB,2016,2016.5,-0.5,7
0.68,Group 1,2,BB,2018,2016.5,1.5,11
0.6075,Group 1,2,BB,2015,2016.5,-1.5,11
0.6075,Group 1,2,BB,2016,2016.5,-0.5,11
0.81,Group 1,2,BB,2018,2016.5,1.5,12
0.486,Group 1,2,BB,2015,2016.5,-1.5,10
0.486,Group 1,2,BB,2016,2016.5,-0.5,10
0.765,Group 1,2,BB,2018,2016.5,1.5,12
0.15,Group 1,2,BB,2015,2016.5,-1.5,7
0.15,Group 1,2,BB,2016,2016.5,-0.5,7
0.68,Group 1,2,BB,2018,2016.5,1.5,11
0.24,Group 1,2,BB,2015,2016.5,-1.5,7
0.24,Group 1,2,BB,2016,2016.5,-0.5,7
0.72,Group 1,2,BB,2018,2016.5,1.5,11
0.35,Group 1,2,BB,2015,2016.5,-1.5,9
0.35,Group 1,2,BB,2016,2016.5,-0.5,9
0.855,Group 1,2,BB,2018,2016.5,1.5,13
0.546,Group 1,2,BB,2015,2016.5,-1.5,11
0.546,Group 1,2,BB,2016,2016.5,-0.5,11
0.8075,Group 1,2,BB,2018,2016.5,1.5,13
0.2,Group 1,2,BB,2015,2016.5,-1.5,7
0.2,Group 1,2,BB,2016,2016.5,-0.5,7
0.68,Group 1,2,BB,2018,2016.5,1.5,11
0.123,Group 1,2,BB,2015,2016.5,-1.5,7
0.123,Group 1,2,BB,2016,2016.5,-0.5,7
0.6375,Group 1,2,BB,2018,2016.5,1.5,11
0.546,Group 1,2,BB,2015,2016.5,-1.5,11
0.546,Group 1,2,BB,2016,2016.5,-0.5,11
0.8075,Group 1,2,BB,2018,2016.5,1.5,13
0.405,Group 1,2,BB,2015,2016.5,-1.5,10
0.405,Group 1,2,BB,2016,2016.5,-0.5,10
0.72,Group 1,2,BB,2018,2016.5,1.5,11
0.6825,Group 1,2,BB,2015,2016.5,-1.5,12
0.6825,Group 1,2,BB,2016,2016.5,-0.5,12
0.76,Group 1,2,BB,2018,2016.5,1.5,12
0.2,Group 1,2,BB,2015,2016.5,-1.5,7
0.2,Group 1,2,BB,2016,2016.5,-0.5,7
0.68,Group 1,2,BB,2018,2016.5,1.5,11
0.12,Group 1,2,BB,2015,2016.5,-1.5,6
0.12,Group 1,2,BB,2016,2016.5,-0.5,6
0.765,Group 1,2,BB,2018,2016.5,1.5,12
0.04,Group 1,2,BB,2015,2016.5,-1.5,4
0.04,Group 1,2,BB,2016,2016.5,-0.5,4
0.56,Group 1,2,BB,2018,2016.5,1.5,10
0.02,Group 1,2,BB,2015,2016.5,-1.5,3
0.02,Group 1,2,BB,2016,2016.5,-0.5,3
0.4125,Group 1,2,BB,2018,2016.5,1.5,9
0.08,Group 1,2,BB,2015,2016.5,-1.5,5
0.08,Group 1,2,BB,2016,2016.5,-0.5,5
0.36,Group 1,2,BB,2018,2016.5,1.5,9
0.1,Group 1,2,BB,2015,2016.5,-1.5,6
0.1,Group 1,2,BB,2016,2016.5,-0.5,6
0.68,Group 1,2,BB,2018,2016.5,1.5,11
0.21,Group 1,2,BB,2015,2016.5,-1.5,8
0.21,Group 1,2,BB,2016,2016.5,-0.5,8
0.6,Group 1,2,BB,2018,2016.5,1.5,10
0.18,Group 1,2,BB,2015,2016.5,-1.5,7
0.18,Group 1,2,BB,2016,2016.5,-0.5,7
0.68,Group 1,2,BB,2018,2016.5,1.5,11
0.06,Group 1,2,BB,2015,2016.5,-1.5,5
0.06,Group 1,2,BB,2016,2016.5,-0.5,5
0.6,Group 1,2,BB,2018,2016.5,1.5,10
0.273,Group 2,3,Cooba,2015,2016.5,-1.5,10
0.273,Group 2,3,Cooba,2016,2016.5,-0.5,10
0.3825,Group 2,3,Cooba,2018,2016.5,1.5,10
0.0015,Group 2,3,Cooba,2015,2016.5,-1.5,2
0.0015,Group 2,3,Cooba,2016,2016.5,-0.5,2
0.18,Group 2,3,Cooba,2018,2016.5,1.5,7
0.51,Group 2,3,Cooba,2015,2016.5,-1.5,10
0.51,Group 2,3,Cooba,2016,2016.5,-0.5,10
0.57,Group 2,3,Cooba,2018,2016.5,1.5,11
0.225,Group 2,3,Cooba,2015,2016.5,-1.5,8
0.225,Group 2,3,Cooba,2016,2016.5,-0.5,8
0.495,Group 2,3,Cooba,2018,2016.5,1.5,10
0.225,Group 2,3,Cooba,2015,2016.5,-1.5,8
0.225,Group 2,3,Cooba,2016,2016.5,-0.5,8
0.45,Group 2,3,Cooba,2018,2016.5,1.5,10
0.24,Group 2,3,Cooba,2015,2016.5,-1.5,7
0.24,Group 2,3,Cooba,2016,2016.5,-0.5,7
0.45,Group 2,3,Cooba,2018,2016.5,1.5,10
0.45,Group 2,3,Cooba,2015,2016.5,-1.5,9
0.45,Group 2,3,Cooba,2016,2016.5,-0.5,9
0.475,Group 2,3,Cooba,2018,2016.5,1.5,11
0.18,Group 2,3,Cooba,2015,2016.5,-1.5,7
0.18,Group 2,3,Cooba,2016,2016.5,-0.5,7
0.45,Group 2,3,Cooba,2018,2016.5,1.5,10
0.12,Group 2,3,Cooba,2015,2016.5,-1.5,6
0.12,Group 2,3,Cooba,2016,2016.5,-0.5,6
0.45,Group 2,3,Cooba,2018,2016.5,1.5,10
0.06,Group 2,3,Cooba,2015,2016.5,-1.5,5
0.06,Group 2,3,Cooba,2016,2016.5,-0.5,5
0.09,Group 2,3,Cooba,2018,2016.5,1.5,6
0.25,Group 2,3,Cooba,2015,2016.5,-1.5,8
0.25,Group 2,3,Cooba,2016,2016.5,-0.5,8
0.26,Group 2,3,Cooba,2018,2016.5,1.5,8
0.15,Group 2,3,Cooba,2015,2016.5,-1.5,7
0.15,Group 2,3,Cooba,2016,2016.5,-0.5,7
0.32,Group 2,3,Cooba,2018,2016.5,1.5,8
0.21,Group 2,3,Cooba,2015,2016.5,-1.5,8
0.21,Group 2,3,Cooba,2016,2016.5,-0.5,8
0.495,Group 2,3,Cooba,2018,2016.5,1.5,10
0.42,Group 2,3,Cooba,2015,2016.5,-1.5,9
0.42,Group 2,3,Cooba,2016,2016.5,-0.5,9
0.495,Group 2,3,Cooba,2018,2016.5,1.5,10
0.24,Group 2,3,Cooba,2015,2016.5,-1.5,7
0.24,Group 2,3,Cooba,2016,2016.5,-0.5,7
0.44,Group 2,3,Cooba,2018,2016.5,1.5,9
0.25,Group 2,3,Cooba,2015,2016.5,-1.5,8
0.25,Group 2,3,Cooba,2016,2016.5,-0.5,8
0.5225,Group 2,3,Cooba,2018,2016.5,1.5,11
0.6075,Group 2,3,Cooba,2015,2016.5,-1.5,11
0.6075,Group 2,3,Cooba,2016,2016.5,-0.5,11
0.495,Group 2,3,Cooba,2018,2016.5,1.5,10
0.24,Group 2,3,Cooba,2015,2016.5,-1.5,7
0.24,Group 2,3,Cooba,2016,2016.5,-0.5,7
0.4275,Group 2,3,Cooba,2018,2016.5,1.5,11
0.243,Group 2,3,Cooba,2015,2016.5,-1.5,9
0.243,Group 2,3,Cooba,2016,2016.5,-0.5,9
0.4275,Group 2,3,Cooba,2018,2016.5,1.5,11
0.35,Group 2,3,Cooba,2015,2016.5,-1.5,9
0.35,Group 2,3,Cooba,2016,2016.5,-0.5,9
0.475,Group 2,3,Cooba,2018,2016.5,1.5,11
0.243,Group 2,3,Cooba,2015,2016.5,-1.5,9
0.243,Group 2,3,Cooba,2016,2016.5,-0.5,9
0.405,Group 2,3,Cooba,2018,2016.5,1.5,10
0.57,Group 2,3,Cooba,2018,2016.5,1.5,11
0.42,Group 2,3,Cooba,2015,2016.5,-1.5,9
0.42,Group 2,3,Cooba,2016,2016.5,-0.5,9
0.25,Group 2,3,Cooba,2015,2016.5,-1.5,8
0.25,Group 2,3,Cooba,2016,2016.5,-0.5,8
0.44,Group 2,3,Cooba,2018,2016.5,1.5,9
0.567,Group 2,3,Cooba,2015,2016.5,-1.5,11
0.567,Group 2,3,Cooba,2016,2016.5,-0.5,11
0.57,Group 2,3,Cooba,2018,2016.5,1.5,11
0.405,Group 2,3,Cooba,2015,2016.5,-1.5,10
0.405,Group 2,3,Cooba,2016,2016.5,-0.5,10
0.57,Group 2,3,Cooba,2018,2016.5,1.5,11
0.18,Group 2,14,Cooba,2015,2016.5,-1.5,7
0.18,Group 2,14,Cooba,2016,2016.5,-0.5,7
0.4875,Group 2,14,Cooba,2018,2016.5,1.5,10
0.205,Group 2,14,Cooba,2015,2016.5,-1.5,8
0.205,Group 2,14,Cooba,2016,2016.5,-0.5,8
0.4675,Group 2,14,Cooba,2018,2016.5,1.5,10
0.06,Group 2,14,Cooba,2015,2016.5,-1.5,5
0.06,Group 2,14,Cooba,2016,2016.5,-0.5,5
0.205,Group 2,14,Cooba,2015,2016.5,-1.5,8
0.205,Group 2,14,Cooba,2016,2016.5,-0.5,8
0.52,Group 2,14,Cooba,2018,2016.5,1.5,10
0.123,Group 2,14,Cooba,2015,2016.5,-1.5,7
0.123,Group 2,14,Cooba,2016,2016.5,-0.5,7
0.54,Group 2,14,Cooba,2018,2016.5,1.5,10
0.3,Group 2,14,Cooba,2015,2016.5,-1.5,8
0.3,Group 2,14,Cooba,2016,2016.5,-0.5,8
0.54,Group 2,14,Cooba,2018,2016.5,1.5,10
0.3075,Group 2,14,Cooba,2015,2016.5,-1.5,9
0.3075,Group 2,14,Cooba,2016,2016.5,-0.5,9
0.54,Group 2,14,Cooba,2018,2016.5,1.5,10
0.01,Group 2,14,Cooba,2015,2016.5,-1.5,2
0.01,Group 2,14,Cooba,2016,2016.5,-0.5,2
0.0275,Group 2,14,Cooba,2018,2016.5,1.5,5
0.06,Group 2,14,Cooba,2015,2016.5,-1.5,5
0.06,Group 2,14,Cooba,2016,2016.5,-0.5,5
0.585,Group 2,14,Cooba,2018,2016.5,1.5,11
0.45,Group 2,14,Cooba,2015,2016.5,-1.5,9
0.45,Group 2,14,Cooba,2016,2016.5,-0.5,9
0.5225,Group 2,14,Cooba,2018,2016.5,1.5,11
0.45,Group 2,14,Cooba,2015,2016.5,-1.5,9
0.45,Group 2,14,Cooba,2016,2016.5,-0.5,9
0.54,Group 2,14,Cooba,2018,2016.5,1.5,10
0.486,Group 2,14,Cooba,2015,2016.5,-1.5,10
0.486,Group 2,14,Cooba,2016,2016.5,-0.5,10
0.665,Group 2,14,Cooba,2018,2016.5,1.5,12
0.03,Group 2,14,Cooba,2015,2016.5,-1.5,4
0.03,Group 2,14,Cooba,2016,2016.5,-0.5,4
0.11,Group 2,14,Cooba,2018,2016.5,1.5,6
0.405,Group 2,14,Cooba,2015,2016.5,-1.5,10
0.405,Group 2,14,Cooba,2016,2016.5,-0.5,10
0.45,Group 2,14,Cooba,2018,2016.5,1.5,10
0.162,Group 2,14,Cooba,2015,2016.5,-1.5,8
0.162,Group 2,14,Cooba,2016,2016.5,-0.5,8
0.4275,Group 2,14,Cooba,2018,2016.5,1.5,11
0.243,Group 2,14,Cooba,2015,2016.5,-1.5,9
0.243,Group 2,14,Cooba,2016,2016.5,-0.5,9
0.585,Group 2,14,Cooba,2018,2016.5,1.5,11
0.486,Group 2,14,Cooba,2015,2016.5,-1.5,10
0.486,Group 2,14,Cooba,2016,2016.5,-0.5,10
0.585,Group 2,14,Cooba,2018,2016.5,1.5,11
0.1,Group 2,14,Cooba,2015,2016.5,-1.5,6
0.1,Group 2,14,Cooba,2016,2016.5,-0.5,6
0.495,Group 2,14,Cooba,2018,2016.5,1.5,10
0.12,Group 2,14,Cooba,2015,2016.5,-1.5,6
0.12,Group 2,14,Cooba,2016,2016.5,-0.5,6
0.4275,Group 2,14,Cooba,2018,2016.5,1.5,11
0.3075,Group 2,14,Cooba,2015,2016.5,-1.5,9
0.3075,Group 2,14,Cooba,2016,2016.5,-0.5,9
0.54,Group 2,14,Cooba,2018,2016.5,1.5,10
0.7371,Group 2,14,Cooba,2015,2016.5,-1.5,13
0.7371,Group 2,14,Cooba,2016,2016.5,-0.5,13
0.57,Group 2,14,Cooba,2018,2016.5,1.5,11
0.18,Group 2,14,Cooba,2015,2016.5,-1.5,7
0.18,Group 2,14,Cooba,2016,2016.5,-0.5,7
0.45,Group 2,14,Cooba,2018,2016.5,1.5,9
0.35,Group 2,14,Cooba,2015,2016.5,-1.5,9
0.35,Group 2,14,Cooba,2016,2016.5,-0.5,9
0.57,Group 2,14,Cooba,2018,2016.5,1.5,11
0.3321,Group 2,14,Cooba,2015,2016.5,-1.5,10
0.3321,Group 2,14,Cooba,2016,2016.5,-0.5,10
0.57,Group 2,14,Cooba,2018,2016.5,1.5,11
0.205,Group 2,14,Cooba,2015,2016.5,-1.5,8
0.205,Group 2,14,Cooba,2016,2016.5,-0.5,8
0.3575,Group 2,14,Cooba,2018,2016.5,1.5,9
0.28,Group 2,14,Cooba,2015,2016.5,-1.5,8
0.28,Group 2,14,Cooba,2016,2016.5,-0.5,8
0.51,Group 2,14,Cooba,2018,2016.5,1.5,10
0.28,Group 2,14,Cooba,2015,2016.5,-1.5,8
0.28,Group 2,14,Cooba,2016,2016.5,-0.5,8
0.51,Group 2,14,Cooba,2018,2016.5,1.5,10
0.28,Group 2,14,Cooba,2015,2016.5,-1.5,8
0.28,Group 2,14,Cooba,2016,2016.5,-0.5,8
0.51,Group 2,14,Cooba,2018,2016.5,1.5,10
0.12,Group 2,14,Cooba,2015,2016.5,-1.5,6
0.12,Group 2,14,Cooba,2016,2016.5,-0.5,6
0.54,Group 2,14,Cooba,2018,2016.5,1.5,10
0.28,Group 2,14,Cooba,2015,2016.5,-1.5,8
0.28,Group 2,14,Cooba,2016,2016.5,-0.5,8
0.495,Group 2,14,Cooba,2018,2016.5,1.5,10
0.42,Group 1,15,BB,2015,2016.5,-1.5,9
0.42,Group 1,15,BB,2016,2016.5,-0.5,9
0.64,Group 1,15,BB,2018,2016.5,1.5,10
0.3075,Group 1,15,BB,2015,2016.5,-1.5,9
0.3075,Group 1,15,BB,2016,2016.5,-0.5,9
0.6375,Group 1,15,BB,2018,2016.5,1.5,11
0.3,Group 1,15,BB,2015,2016.5,-1.5,8
0.3,Group 1,15,BB,2016,2016.5,-0.5,8
0.68,Group 1,15,BB,2018,2016.5,1.5,11
0.21,Group 1,15,BB,2015,2016.5,-1.5,8
0.21,Group 1,15,BB,2016,2016.5,-0.5,8
0.6,Group 1,15,BB,2018,2016.5,1.5,10
0.21,Group 1,15,BB,2015,2016.5,-1.5,8
0.21,Group 1,15,BB,2016,2016.5,-0.5,8
0.6375,Group 1,15,BB,2018,2016.5,1.5,11
0.246,Group 1,15,BB,2015,2016.5,-1.5,8
0.246,Group 1,15,BB,2016,2016.5,-0.5,8
0.64,Group 1,15,BB,2018,2016.5,1.5,10
0.45,Group 1,15,BB,2015,2016.5,-1.5,9
0.45,Group 1,15,BB,2016,2016.5,-0.5,9
0.5525,Group 1,15,BB,2018,2016.5,1.5,11
0.486,Group 1,15,BB,2015,2016.5,-1.5,10
0.486,Group 1,15,BB,2016,2016.5,-0.5,10
0.675,Group 1,15,BB,2018,2016.5,1.5,11
0.3,Group 1,15,BB,2015,2016.5,-1.5,8
0.3,Group 1,15,BB,2016,2016.5,-0.5,8
0.68,Group 1,15,BB,2018,2016.5,1.5,11
0.486,Group 1,15,BB,2015,2016.5,-1.5,10
0.486,Group 1,15,BB,2016,2016.5,-0.5,10
0.7225,Group 1,15,BB,2018,2016.5,1.5,12
0.3075,Group 1,15,BB,2015,2016.5,-1.5,9
0.3075,Group 1,15,BB,2016,2016.5,-0.5,9
0.68,Group 1,15,BB,2018,2016.5,1.5,11
0.04,Group 1,15,BB,2015,2016.5,-1.5,4
0.04,Group 1,15,BB,2016,2016.5,-0.5,4
0.12,Group 1,15,BB,2015,2016.5,-1.5,6
0.12,Group 1,15,BB,2016,2016.5,-0.5,6
0.21,Group 1,15,BB,2018,2016.5,1.5,8
0.2,Group 1,15,BB,2015,2016.5,-1.5,7
0.2,Group 1,15,BB,2016,2016.5,-0.5,7
0.6,Group 1,15,BB,2018,2016.5,1.5,10
0.162,Group 1,15,BB,2015,2016.5,-1.5,8
0.162,Group 1,15,BB,2016,2016.5,-0.5,8
0.6375,Group 1,15,BB,2018,2016.5,1.5,11
0.405,Group 1,15,BB,2015,2016.5,-1.5,10
0.405,Group 1,15,BB,2016,2016.5,-0.5,10
0.6,Group 1,15,BB,2018,2016.5,1.5,10
0.405,Group 1,15,BB,2015,2016.5,-1.5,10
0.405,Group 1,15,BB,2016,2016.5,-0.5,10
0.6,Group 1,15,BB,2018,2016.5,1.5,10
0.06,Group 1,15,BB,2015,2016.5,-1.5,5
0.06,Group 1,15,BB,2016,2016.5,-0.5,5
0.42,Group 1,15,BB,2015,2016.5,-1.5,9
0.42,Group 1,15,BB,2016,2016.5,-0.5,9
0.64,Group 1,15,BB,2018,2016.5,1.5,10
0.03,Group 1,15,BB,2015,2016.5,-1.5,4
0.03,Group 1,15,BB,2016,2016.5,-0.5,4
0.375,Group 1,15,BB,2018,2016.5,1.5,9
0.2,Group 1,15,BB,2015,2016.5,-1.5,7
0.2,Group 1,15,BB,2016,2016.5,-0.5,7
0.6375,Group 1,15,BB,2018,2016.5,1.5,11
0.15,Group 1,15,BB,2015,2016.5,-1.5,7
0.15,Group 1,15,BB,2016,2016.5,-0.5,7
0.6375,Group 1,15,BB,2018,2016.5,1.5,11
0.12,Group 1,15,BB,2015,2016.5,-1.5,6
0.12,Group 1,15,BB,2016,2016.5,-0.5,6
0.6,Group 1,15,BB,2018,2016.5,1.5,10
0.12,Group 1,15,BB,2015,2016.5,-1.5,6
0.12,Group 1,15,BB,2016,2016.5,-0.5,6
0.49,Group 1,15,BB,2018,2016.5,1.5,10
0.35,Group 1,15,BB,2015,2016.5,-1.5,9
0.35,Group 1,15,BB,2016,2016.5,-0.5,9
0.6375,Group 1,15,BB,2018,2016.5,1.5,11
0.05,Group 1,15,BB,2015,2016.5,-1.5,5
0.05,Group 1,15,BB,2016,2016.5,-0.5,5
0.525,Group 1,15,BB,2018,2016.5,1.5,10
0.12,Group 1,15,BB,2015,2016.5,-1.5,6
0.12,Group 1,15,BB,2016,2016.5,-0.5,6
0.6,Group 1,15,BB,2018,2016.5,1.5,10
0.3321,Group 1,15,BB,2015,2016.5,-1.5,10
0.3321,Group 1,15,BB,2016,2016.5,-0.5,10
0.7125,Group 1,15,BB,2018,2016.5,1.5,12
0.3321,Group 1,15,BB,2015,2016.5,-1.5,10
0.3321,Group 1,15,BB,2016,2016.5,-0.5,10
0.675,Group 1,15,BB,2018,2016.5,1.5,11
0.16,Group 1,15,BB,2015,2016.5,-1.5,6
0.16,Group 1,15,BB,2016,2016.5,-0.5,6
0.6,Group 1,15,BB,2018,2016.5,1.5,10
0.42,Group 3,7,BB,2015,2016.5,-1.5,9
0.42,Group 3,7,BB,2016,2016.5,-0.5,9
0.68,Group 3,7,BB,2018,2016.5,1.5,11
0.42,Group 3,7,BB,2015,2016.5,-1.5,9
0.42,Group 3,7,BB,2016,2016.5,-0.5,9
0.68,Group 3,7,BB,2018,2016.5,1.5,11
0.24,Group 3,7,BB,2015,2016.5,-1.5,7
0.24,Group 3,7,BB,2016,2016.5,-0.5,7
0.6,Group 3,7,BB,2018,2016.5,1.5,10
0.24,Group 3,7,BB,2015,2016.5,-1.5,7
0.12,Group 3,7,BB,2015,2016.5,-1.5,6
0.12,Group 3,7,BB,2016,2016.5,-0.5,6
0.64,Group 3,7,BB,2018,2016.5,1.5,10
0.2,Group 3,7,BB,2015,2016.5,-1.5,7
0.2,Group 3,7,BB,2016,2016.5,-0.5,7
0.525,Group 3,7,BB,2018,2016.5,1.5,10
0.24,Group 3,7,BB,2015,2016.5,-1.5,7
0.24,Group 3,7,BB,2016,2016.5,-0.5,7
0.64,Group 3,7,BB,2018,2016.5,1.5,10
0.24,Group 3,7,BB,2015,2016.5,-1.5,7
0.24,Group 3,7,BB,2016,2016.5,-0.5,7
0.68,Group 3,7,BB,2018,2016.5,1.5,11
0.36,Group 3,7,BB,2015,2016.5,-1.5,8
0.36,Group 3,7,BB,2016,2016.5,-0.5,8
0.6375,Group 3,7,BB,2018,2016.5,1.5,11
0.45,Group 3,7,BB,2015,2016.5,-1.5,9
0.45,Group 3,7,BB,2016,2016.5,-0.5,9
0.6375,Group 3,7,BB,2018,2016.5,1.5,11
0.36,Group 3,7,BB,2015,2016.5,-1.5,8
0.36,Group 3,7,BB,2016,2016.5,-0.5,8
0.6,Group 3,7,BB,2018,2016.5,1.5,10
0.25,Group 3,7,BB,2015,2016.5,-1.5,8
0.25,Group 3,7,BB,2016,2016.5,-0.5,8
0.68,Group 3,7,BB,2018,2016.5,1.5,11
0.5625,Group 3,7,BB,2015,2016.5,-1.5,10
0.5625,Group 3,7,BB,2016,2016.5,-0.5,10
0.8075,Group 3,7,BB,2018,2016.5,1.5,13
0.6561,Group 3,7,BB,2015,2016.5,-1.5,12
0.6561,Group 3,7,BB,2016,2016.5,-0.5,12
0.68,Group 3,7,BB,2018,2016.5,1.5,11
1,Group 3,7,BB,2015,2016.5,-1.5,14
1,Group 3,7,BB,2016,2016.5,-0.5,14
0.76,Group 3,7,BB,2018,2016.5,1.5,12
0.28,Group 3,7,BB,2015,2016.5,-1.5,8
0.28,Group 3,7,BB,2016,2016.5,-0.5,8
0.6,Group 3,7,BB,2018,2016.5,1.5,10
0.24,Group 3,7,BB,2015,2016.5,-1.5,7
0.24,Group 3,7,BB,2016,2016.5,-0.5,7
0.7225,Group 3,7,BB,2018,2016.5,1.5,12
0.42,Group 3,7,BB,2015,2016.5,-1.5,9
0.42,Group 3,7,BB,2016,2016.5,-0.5,9
0.7225,Group 3,7,BB,2018,2016.5,1.5,12
0.28,Group 3,7,BB,2015,2016.5,-1.5,8
0.28,Group 3,7,BB,2016,2016.5,-0.5,8
0.5625,Group 3,7,BB,2018,2016.5,1.5,10
0.16,Group 3,7,BB,2015,2016.5,-1.5,6
0.16,Group 3,7,BB,2016,2016.5,-0.5,6
0.35,Group 3,7,BB,2018,2016.5,1.5,9
0.36,Group 3,7,BB,2015,2016.5,-1.5,8
0.36,Group 3,7,BB,2016,2016.5,-0.5,8
0.7225,Group 3,7,BB,2018,2016.5,1.5,12
0.7371,Group 3,7,BB,2015,2016.5,-1.5,13
0.7371,Group 3,7,BB,2016,2016.5,-0.5,13
0.8075,Group 3,7,BB,2018,2016.5,1.5,13
0.637,Group 3,7,BB,2015,2016.5,-1.5,12
0.637,Group 3,7,BB,2016,2016.5,-0.5,12
0.765,Group 3,7,BB,2018,2016.5,1.5,12
0.175,Group 3,7,BB,2015,2016.5,-1.5,7
0.175,Group 3,7,BB,2016,2016.5,-0.5,7
0.4,Group 3,7,BB,2018,2016.5,1.5,9
0.28,Group 3,21,RRG,2015,2016.5,-1.5,8
0.28,Group 3,21,RRG,2016,2016.5,-0.5,8
0.6375,Group 3,21,RRG,2018,2016.5,1.5,11
0.06,Group 3,21,RRG,2015,2016.5,-1.5,5
0.06,Group 3,21,RRG,2016,2016.5,-0.5,5
0.4125,Group 3,21,RRG,2018,2016.5,1.5,9
0.06,Group 3,21,RRG,2015,2016.5,-1.5,5
0.06,Group 3,21,RRG,2016,2016.5,-0.5,5
0.35,Group 3,21,RRG,2018,2016.5,1.5,9
0.35,Group 3,21,RRG,2015,2016.5,-1.5,9
0.35,Group 3,21,RRG,2016,2016.5,-0.5,9
0.6375,Group 3,21,RRG,2018,2016.5,1.5,11
0.28,Group 3,21,RRG,2015,2016.5,-1.5,8
0.28,Group 3,21,RRG,2016,2016.5,-0.5,8
0.455,Group 3,21,RRG,2018,2016.5,1.5,10
0.06,Group 3,21,RRG,2015,2016.5,-1.5,5
0.06,Group 3,21,RRG,2016,2016.5,-0.5,5
0.64,Group 3,21,RRG,2018,2016.5,1.5,10
0.14,Group 3,21,RRG,2015,2016.5,-1.5,7
0.14,Group 3,21,RRG,2016,2016.5,-0.5,7
0.595,Group 3,21,RRG,2018,2016.5,1.5,11
0.14,Group 3,21,RRG,2015,2016.5,-1.5,7
0.14,Group 3,21,RRG,2016,2016.5,-0.5,7
0.585,Group 3,21,RRG,2018,2016.5,1.5,11
0.14,Group 3,21,RRG,2015,2016.5,-1.5,7
0.14,Group 3,21,RRG,2016,2016.5,-0.5,7
0.72,Group 3,21,RRG,2018,2016.5,1.5,11
0.35,Group 3,21,RRG,2015,2016.5,-1.5,9
0.35,Group 3,21,RRG,2016,2016.5,-0.5,9
0.76,Group 3,21,RRG,2018,2016.5,1.5,12
0.35,Group 3,21,RRG,2015,2016.5,-1.5,9
0.35,Group 3,21,RRG,2016,2016.5,-0.5,9
0.72,Group 3,21,RRG,2018,2016.5,1.5,11
0.18,Group 3,21,RRG,2015,2016.5,-1.5,7
